lang,text_id,aoi_index,aoi_text,aoi_text_ws_after
en,phi2_greedy_search_item48,85,matter.,False
en,phi2_greedy_search_item49,0,Murad,True
en,phi2_greedy_search_item49,1,"Rahimov,",True
en,phi2_greedy_search_item49,2,a,True
en,phi2_greedy_search_item49,3,16-year-old,True
en,phi2_greedy_search_item49,4,U.S.,True
en,phi2_greedy_search_item49,5,citizen,True
en,phi2_greedy_search_item49,6,from,True
en,phi2_greedy_search_item49,7,"Uzbekistan,",True
en,phi2_greedy_search_item49,8,has,True
en,phi2_greedy_search_item49,9,achieved,True
en,phi2_greedy_search_item49,10,his,True
en,phi2_greedy_search_item49,11,lifelong,True
en,phi2_greedy_search_item49,12,dream,True
en,phi2_greedy_search_item49,13,of,True
en,phi2_greedy_search_item49,14,becoming,True
en,phi2_greedy_search_item49,15,an,True
en,phi2_greedy_search_item49,16,astronaut.,True
en,phi2_greedy_search_item49,17,With,True
en,phi2_greedy_search_item49,18,the,True
en,phi2_greedy_search_item49,19,guidance,True
en,phi2_greedy_search_item49,20,of,True
en,phi2_greedy_search_item49,21,astrophysicist,True
en,phi2_greedy_search_item49,22,Jeremy,True
en,phi2_greedy_search_item49,23,"Schnittman,",True
en,phi2_greedy_search_item49,24,Murad,True
en,phi2_greedy_search_item49,25,embarked,True
en,phi2_greedy_search_item49,26,on,True
en,phi2_greedy_search_item49,27,a,True
en,phi2_greedy_search_item49,28,tour,True
en,phi2_greedy_search_item49,29,of,True
en,phi2_greedy_search_item49,30,the,True
en,phi2_greedy_search_item49,31,prestigious,True
en,phi2_greedy_search_item49,32,Goddard,True
en,phi2_greedy_search_item49,33,Space,True
en,phi2_greedy_search_item49,34,Flight,True
en,phi2_greedy_search_item49,35,"Center,",True
en,phi2_greedy_search_item49,36,immersing,True
en,phi2_greedy_search_item49,37,himself,True
en,phi2_greedy_search_item49,38,in,True
en,phi2_greedy_search_item49,39,the,True
en,phi2_greedy_search_item49,40,world,True
en,phi2_greedy_search_item49,41,of,True
en,phi2_greedy_search_item49,42,space,True
en,phi2_greedy_search_item49,43,exploration.,True
en,phi2_greedy_search_item49,44,This,True
en,phi2_greedy_search_item49,45,incredible,True
en,phi2_greedy_search_item49,46,opportunity,True
en,phi2_greedy_search_item49,47,has,True
en,phi2_greedy_search_item49,48,brought,True
en,phi2_greedy_search_item49,49,him,True
en,phi2_greedy_search_item49,50,one,True
en,phi2_greedy_search_item49,51,step,True
en,phi2_greedy_search_item49,52,closer,True
en,phi2_greedy_search_item49,53,to,True
en,phi2_greedy_search_item49,54,his,True
en,phi2_greedy_search_item49,55,passion,True
en,phi2_greedy_search_item49,56,for,True
en,phi2_greedy_search_item49,57,the,True
en,phi2_greedy_search_item49,58,stars,True
en,phi2_greedy_search_item49,59,and,True
en,phi2_greedy_search_item49,60,the,True
en,phi2_greedy_search_item49,61,mysteries,True
en,phi2_greedy_search_item49,62,of,True
en,phi2_greedy_search_item49,63,the,True
en,phi2_greedy_search_item49,64,universe.,False
en,phi2_greedy_search_item51,0,Auguste,True
en,phi2_greedy_search_item51,1,"Comte,",True
en,phi2_greedy_search_item51,2,a,True
en,phi2_greedy_search_item51,3,French,True
en,phi2_greedy_search_item51,4,"philosopher,",True
en,phi2_greedy_search_item51,5,is,True
en,phi2_greedy_search_item51,6,credited,True
en,phi2_greedy_search_item51,7,with,True
en,phi2_greedy_search_item51,8,coining,True
en,phi2_greedy_search_item51,9,the,True
en,phi2_greedy_search_item51,10,term,True
en,phi2_greedy_search_item51,11,'sociology',True
en,phi2_greedy_search_item51,12,in,True
en,phi2_greedy_search_item51,13,the,True
en,phi2_greedy_search_item51,14,19th,True
en,phi2_greedy_search_item51,15,century.,True
en,phi2_greedy_search_item51,16,Comte,True
en,phi2_greedy_search_item51,17,believed,True
en,phi2_greedy_search_item51,18,that,True
en,phi2_greedy_search_item51,19,society,True
en,phi2_greedy_search_item51,20,could,True
en,phi2_greedy_search_item51,21,be,True
en,phi2_greedy_search_item51,22,studied,True
en,phi2_greedy_search_item51,23,"scientifically,",True
en,phi2_greedy_search_item51,24,and,True
en,phi2_greedy_search_item51,25,that,True
en,phi2_greedy_search_item51,26,it,True
en,phi2_greedy_search_item51,27,could,True
en,phi2_greedy_search_item51,28,be,True
en,phi2_greedy_search_item51,29,improved,True
en,phi2_greedy_search_item51,30,through,True
en,phi2_greedy_search_item51,31,the,True
en,phi2_greedy_search_item51,32,application,True
en,phi2_greedy_search_item51,33,of,True
en,phi2_greedy_search_item51,34,reason,True
en,phi2_greedy_search_item51,35,and,True
en,phi2_greedy_search_item51,36,logic.,True
en,phi2_greedy_search_item51,37,He,True
en,phi2_greedy_search_item51,38,also,True
en,phi2_greedy_search_item51,39,believed,True
en,phi2_greedy_search_item51,40,in,True
en,phi2_greedy_search_item51,41,the,True
en,phi2_greedy_search_item51,42,importance,True
en,phi2_greedy_search_item51,43,of,True
en,phi2_greedy_search_item51,44,altruism,True
en,phi2_greedy_search_item51,45,and,True
en,phi2_greedy_search_item51,46,"selflessness,",True
en,phi2_greedy_search_item51,47,and,True
en,phi2_greedy_search_item51,48,argued,True
en,phi2_greedy_search_item51,49,that,True
en,phi2_greedy_search_item51,50,these,True
en,phi2_greedy_search_item51,51,values,True
en,phi2_greedy_search_item51,52,were,True
en,phi2_greedy_search_item51,53,essential,True
en,phi2_greedy_search_item51,54,for,True
en,phi2_greedy_search_item51,55,creating,True
en,phi2_greedy_search_item51,56,a,True
en,phi2_greedy_search_item51,57,harmonious,True
en,phi2_greedy_search_item51,58,society.,True
en,phi2_greedy_search_item51,59,Comte's,True
en,phi2_greedy_search_item51,60,ideas,True
en,phi2_greedy_search_item51,61,were,True
en,phi2_greedy_search_item51,62,based,True
en,phi2_greedy_search_item51,63,on,True
en,phi2_greedy_search_item51,64,biological,True
en,phi2_greedy_search_item51,65,"observations,",True
en,phi2_greedy_search_item51,66,which,True
en,phi2_greedy_search_item51,67,he,True
en,phi2_greedy_search_item51,68,believed,True
en,phi2_greedy_search_item51,69,could,True
en,phi2_greedy_search_item51,70,be,True
en,phi2_greedy_search_item51,71,used,True
en,phi2_greedy_search_item51,72,to,True
en,phi2_greedy_search_item51,73,explain,True
en,phi2_greedy_search_item51,74,social,True
en,phi2_greedy_search_item51,75,behavior.,True
en,phi2_greedy_search_item51,76,He,True
en,phi2_greedy_search_item51,77,argued,True
en,phi2_greedy_search_item51,78,that,True
en,phi2_greedy_search_item51,79,humans,True
en,phi2_greedy_search_item51,80,were,True
en,phi2_greedy_search_item51,81,naturally,True
en,phi2_greedy_search_item51,82,social,True
en,phi2_greedy_search_item51,83,"creatures,",True
en,phi2_greedy_search_item51,84,and,True
en,phi2_greedy_search_item51,85,that,True
en,phi2_greedy_search_item51,86,social,True
en,phi2_greedy_search_item51,87,interactions,True
en,phi2_greedy_search_item51,88,were,True
en,phi2_greedy_search_item51,89,driven,True
en,phi2_greedy_search_item51,90,by,True
en,phi2_greedy_search_item51,91,a,True
en,phi2_greedy_search_item51,92,desire,True
en,phi2_greedy_search_item51,93,for,True
en,phi2_greedy_search_item51,94,reciprocity.,True
en,phi2_greedy_search_item51,95,Comte's,True
en,phi2_greedy_search_item51,96,ideas,True
en,phi2_greedy_search_item51,97,had,True
en,phi2_greedy_search_item51,98,a,True
en,phi2_greedy_search_item51,99,profound,True
en,phi2_greedy_search_item51,100,influence,True
en,phi2_greedy_search_item51,101,on,True
en,phi2_greedy_search_item51,102,the,True
en,phi2_greedy_search_item51,103,development,True
en,phi2_greedy_search_item51,104,of,True
en,phi2_greedy_search_item51,105,"sociology,",True
en,phi2_greedy_search_item51,106,and,True
en,phi2_greedy_search_item51,107,his,True
en,phi2_greedy_search_item51,108,legacy,True
en,phi2_greedy_search_item51,109,continues,True
en,phi2_greedy_search_item51,110,to,True
en,phi2_greedy_search_item51,111,be,True
en,phi2_greedy_search_item51,112,felt,True
en,phi2_greedy_search_item51,113,today.,False
en,phi2_greedy_search_item52,0,Alfred,True
en,phi2_greedy_search_item52,1,Nobel,True
en,phi2_greedy_search_item52,2,was,True
en,phi2_greedy_search_item52,3,a,True
en,phi2_greedy_search_item52,4,Swedish,True
en,phi2_greedy_search_item52,5,chemist,True
en,phi2_greedy_search_item52,6,and,True
en,phi2_greedy_search_item52,7,inventor,True
en,phi2_greedy_search_item52,8,who,True
en,phi2_greedy_search_item52,9,is,True
en,phi2_greedy_search_item52,10,best,True
en,phi2_greedy_search_item52,11,known,True
en,phi2_greedy_search_item52,12,for,True
en,phi2_greedy_search_item52,13,his,True
en,phi2_greedy_search_item52,14,invention,True
en,phi2_greedy_search_item52,15,of,True
en,phi2_greedy_search_item52,16,dynamite.,True
en,phi2_greedy_search_item52,17,He,True
en,phi2_greedy_search_item52,18,was,True
en,phi2_greedy_search_item52,19,awarded,True
en,phi2_greedy_search_item52,20,the,True
en,phi2_greedy_search_item52,21,Nobel,True
en,phi2_greedy_search_item52,22,Prize,True
en,phi2_greedy_search_item52,23,in,True
en,phi2_greedy_search_item52,24,Chemistry,True
en,phi2_greedy_search_item52,25,in,True
en,phi2_greedy_search_item52,26,1895,True
en,phi2_greedy_search_item52,27,for,True
en,phi2_greedy_search_item52,28,his,True
en,phi2_greedy_search_item52,29,contributions,True
en,phi2_greedy_search_item52,30,to,True
en,phi2_greedy_search_item52,31,the,True
en,phi2_greedy_search_item52,32,field,True
en,phi2_greedy_search_item52,33,of,True
en,phi2_greedy_search_item52,34,chemistry.,True
en,phi2_greedy_search_item52,35,Nobel's,True
en,phi2_greedy_search_item52,36,invention,True
en,phi2_greedy_search_item52,37,of,True
en,phi2_greedy_search_item52,38,dynamite,True
en,phi2_greedy_search_item52,39,revolutionized,True
en,phi2_greedy_search_item52,40,the,True
en,phi2_greedy_search_item52,41,mining,True
en,phi2_greedy_search_item52,42,industry,True
en,phi2_greedy_search_item52,43,and,True
en,phi2_greedy_search_item52,44,had,True
en,phi2_greedy_search_item52,45,a,True
en,phi2_greedy_search_item52,46,significant,True
en,phi2_greedy_search_item52,47,impact,True
en,phi2_greedy_search_item52,48,on,True
en,phi2_greedy_search_item52,49,warfare.,True
en,phi2_greedy_search_item52,50,His,True
en,phi2_greedy_search_item52,51,legacy,True
en,phi2_greedy_search_item52,52,as,True
en,phi2_greedy_search_item52,53,a,True
en,phi2_greedy_search_item52,54,scientist,True
en,phi2_greedy_search_item52,55,and,True
en,phi2_greedy_search_item52,56,inventor,True
en,phi2_greedy_search_item52,57,continues,True
en,phi2_greedy_search_item52,58,to,True
en,phi2_greedy_search_item52,59,be,True
en,phi2_greedy_search_item52,60,celebrated,True
en,phi2_greedy_search_item52,61,today.,False
en,phi2_greedy_search_item53,0,An,True
en,phi2_greedy_search_item53,1,initial,True
en,phi2_greedy_search_item53,2,public,True
en,phi2_greedy_search_item53,3,offering,True
en,phi2_greedy_search_item53,4,(IPO),True
en,phi2_greedy_search_item53,5,is,True
en,phi2_greedy_search_item53,6,a,True
en,phi2_greedy_search_item53,7,process,True
en,phi2_greedy_search_item53,8,in,True
en,phi2_greedy_search_item53,9,which,True
en,phi2_greedy_search_item53,10,a,True
en,phi2_greedy_search_item53,11,private,True
en,phi2_greedy_search_item53,12,company,True
en,phi2_greedy_search_item53,13,offers,True
en,phi2_greedy_search_item53,14,its,True
en,phi2_greedy_search_item53,15,shares,True
en,phi2_greedy_search_item53,16,to,True
en,phi2_greedy_search_item53,17,the,True
en,phi2_greedy_search_item53,18,public,True
en,phi2_greedy_search_item53,19,for,True
en,phi2_greedy_search_item53,20,the,True
en,phi2_greedy_search_item53,21,first,True
en,phi2_greedy_search_item53,22,time.,True
en,phi2_greedy_search_item53,23,This,True
en,phi2_greedy_search_item53,24,is,True
en,phi2_greedy_search_item53,25,done,True
en,phi2_greedy_search_item53,26,through,True
en,phi2_greedy_search_item53,27,investment,True
en,phi2_greedy_search_item53,28,"banks,",True
en,phi2_greedy_search_item53,29,who,True
en,phi2_greedy_search_item53,30,help,True
en,phi2_greedy_search_item53,31,the,True
en,phi2_greedy_search_item53,32,company,True
en,phi2_greedy_search_item53,33,prepare,True
en,phi2_greedy_search_item53,34,and,True
en,phi2_greedy_search_item53,35,market,True
en,phi2_greedy_search_item53,36,the,True
en,phi2_greedy_search_item53,37,IPO.,True
en,phi2_greedy_search_item53,38,The,True
en,phi2_greedy_search_item53,39,shares,True
en,phi2_greedy_search_item53,40,that,True
en,phi2_greedy_search_item53,41,are,True
en,phi2_greedy_search_item53,42,offered,True
en,phi2_greedy_search_item53,43,to,True
en,phi2_greedy_search_item53,44,the,True
en,phi2_greedy_search_item53,45,public,True
en,phi2_greedy_search_item53,46,are,True
en,phi2_greedy_search_item53,47,known,True
en,phi2_greedy_search_item53,48,as,True
en,phi2_greedy_search_item53,49,the,True
en,phi2_greedy_search_item53,50,free,True
en,phi2_greedy_search_item53,51,float.,True
en,phi2_greedy_search_item53,52,The,True
en,phi2_greedy_search_item53,53,company,True
en,phi2_greedy_search_item53,54,must,True
en,phi2_greedy_search_item53,55,also,True
en,phi2_greedy_search_item53,56,prepare,True
en,phi2_greedy_search_item53,57,a,True
en,phi2_greedy_search_item53,58,"prospectus,",True
en,phi2_greedy_search_item53,59,which,True
en,phi2_greedy_search_item53,60,is,True
en,phi2_greedy_search_item53,61,a,True
en,phi2_greedy_search_item53,62,document,True
en,phi2_greedy_search_item53,63,that,True
en,phi2_greedy_search_item53,64,provides,True
en,phi2_greedy_search_item53,65,detailed,True
en,phi2_greedy_search_item53,66,information,True
en,phi2_greedy_search_item53,67,about,True
en,phi2_greedy_search_item53,68,the,True
en,phi2_greedy_search_item53,69,company,True
en,phi2_greedy_search_item53,70,and,True
en,phi2_greedy_search_item53,71,its,True
en,phi2_greedy_search_item53,72,operations.,False
en,phi2_greedy_search_item55,0,The,True
en,phi2_greedy_search_item55,1,consumer,True
en,phi2_greedy_search_item55,2,economy,True
en,phi2_greedy_search_item55,3,has,True
en,phi2_greedy_search_item55,4,been,True
en,phi2_greedy_search_item55,5,a,True
en,phi2_greedy_search_item55,6,major,True
en,phi2_greedy_search_item55,7,driver,True
en,phi2_greedy_search_item55,8,of,True
en,phi2_greedy_search_item55,9,economic,True
en,phi2_greedy_search_item55,10,growth,True
en,phi2_greedy_search_item55,11,in,True
en,phi2_greedy_search_item55,12,the,True
en,phi2_greedy_search_item55,13,United,True
en,phi2_greedy_search_item55,14,"States,",True
en,phi2_greedy_search_item55,15,with,True
en,phi2_greedy_search_item55,16,GDP,True
en,phi2_greedy_search_item55,17,growth,True
en,phi2_greedy_search_item55,18,being,True
en,phi2_greedy_search_item55,19,largely,True
en,phi2_greedy_search_item55,20,driven,True
en,phi2_greedy_search_item55,21,by,True
en,phi2_greedy_search_item55,22,consumer,True
en,phi2_greedy_search_item55,23,spending.,True
en,phi2_greedy_search_item55,24,The,True
en,phi2_greedy_search_item55,25,consumer,True
en,phi2_greedy_search_item55,26,revolution,True
en,phi2_greedy_search_item55,27,of,True
en,phi2_greedy_search_item55,28,the,True
en,phi2_greedy_search_item55,29,20th,True
en,phi2_greedy_search_item55,30,century,True
en,phi2_greedy_search_item55,31,brought,True
en,phi2_greedy_search_item55,32,about,True
en,phi2_greedy_search_item55,33,significant,True
en,phi2_greedy_search_item55,34,changes,True
en,phi2_greedy_search_item55,35,in,True
en,phi2_greedy_search_item55,36,the,True
en,phi2_greedy_search_item55,37,American,True
en,phi2_greedy_search_item55,38,economy,True
en,phi2_greedy_search_item55,39,and,True
en,phi2_greedy_search_item55,40,culture.,False
en,phi2_greedy_search_item59,0,Competition,True
en,phi2_greedy_search_item59,1,can,True
en,phi2_greedy_search_item59,2,be,True
en,phi2_greedy_search_item59,3,a,True
en,phi2_greedy_search_item59,4,great,True
en,phi2_greedy_search_item59,5,way,True
en,phi2_greedy_search_item59,6,to,True
en,phi2_greedy_search_item59,7,motivate,True
en,phi2_greedy_search_item59,8,ourselves,True
en,phi2_greedy_search_item59,9,to,True
en,phi2_greedy_search_item59,10,do,True
en,phi2_greedy_search_item59,11,our,True
en,phi2_greedy_search_item59,12,best,True
en,phi2_greedy_search_item59,13,and,True
en,phi2_greedy_search_item59,14,reach,True
en,phi2_greedy_search_item59,15,our,True
en,phi2_greedy_search_item59,16,"goals,",True
en,phi2_greedy_search_item59,17,but,True
en,phi2_greedy_search_item59,18,it,True
en,phi2_greedy_search_item59,19,can,True
en,phi2_greedy_search_item59,20,also,True
en,phi2_greedy_search_item59,21,have,True
en,phi2_greedy_search_item59,22,its,True
en,phi2_greedy_search_item59,23,downsides,True
en,phi2_greedy_search_item59,24,if,True
en,phi2_greedy_search_item59,25,taken,True
en,phi2_greedy_search_item59,26,too,True
en,phi2_greedy_search_item59,27,far.,True
en,phi2_greedy_search_item59,28,On,True
en,phi2_greedy_search_item59,29,the,True
en,phi2_greedy_search_item59,30,one,True
en,phi2_greedy_search_item59,31,"hand,",True
en,phi2_greedy_search_item59,32,healthy,True
en,phi2_greedy_search_item59,33,competition,True
en,phi2_greedy_search_item59,34,can,True
en,phi2_greedy_search_item59,35,lead,True
en,phi2_greedy_search_item59,36,to,True
en,phi2_greedy_search_item59,37,greater,True
en,phi2_greedy_search_item59,38,"achievements,",True
en,phi2_greedy_search_item59,39,having,True
en,phi2_greedy_search_item59,40,a,True
en,phi2_greedy_search_item59,41,positive,True
en,phi2_greedy_search_item59,42,impact,True
en,phi2_greedy_search_item59,43,on,True
en,phi2_greedy_search_item59,44,our,True
en,phi2_greedy_search_item59,45,lives,True
en,phi2_greedy_search_item59,46,and,True
en,phi2_greedy_search_item59,47,encouraging,True
en,phi2_greedy_search_item59,48,us,True
en,phi2_greedy_search_item59,49,to,True
en,phi2_greedy_search_item59,50,push,True
en,phi2_greedy_search_item59,51,ourselves,True
en,phi2_greedy_search_item59,52,to,True
en,phi2_greedy_search_item59,53,new,True
en,phi2_greedy_search_item59,54,heights.,True
en,phi2_greedy_search_item59,55,On,True
en,phi2_greedy_search_item59,56,the,True
en,phi2_greedy_search_item59,57,other,True
en,phi2_greedy_search_item59,58,"hand,",True
en,phi2_greedy_search_item59,59,competition,True
en,phi2_greedy_search_item59,60,can,True
en,phi2_greedy_search_item59,61,also,True
en,phi2_greedy_search_item59,62,lead,True
en,phi2_greedy_search_item59,63,to,True
en,phi2_greedy_search_item59,64,negative,True
en,phi2_greedy_search_item59,65,"feelings,",True
en,phi2_greedy_search_item59,66,such,True
en,phi2_greedy_search_item59,67,as,True
en,phi2_greedy_search_item59,68,"stress,",True
en,phi2_greedy_search_item59,69,"anxiety,",True
en,phi2_greedy_search_item59,70,and,True
en,phi2_greedy_search_item59,71,feelings,True
en,phi2_greedy_search_item59,72,of,True
en,phi2_greedy_search_item59,73,inadequacy,True
en,phi2_greedy_search_item59,74,if,True
en,phi2_greedy_search_item59,75,we,True
en,phi2_greedy_search_item59,76,don't,True
en,phi2_greedy_search_item59,77,measure,True
en,phi2_greedy_search_item59,78,up,True
en,phi2_greedy_search_item59,79,to,True
en,phi2_greedy_search_item59,80,our,True
en,phi2_greedy_search_item59,81,peers.,True
en,phi2_greedy_search_item59,82,In,True
en,phi2_greedy_search_item59,83,"addition,",True
en,phi2_greedy_search_item59,84,competition,True
en,phi2_greedy_search_item59,85,can,True
en,phi2_greedy_search_item59,86,lead,True
en,phi2_greedy_search_item59,87,to,True
en,phi2_greedy_search_item59,88,people,True
en,phi2_greedy_search_item59,89,becoming,True
en,phi2_greedy_search_item59,90,too,True
en,phi2_greedy_search_item59,91,focused,True
en,phi2_greedy_search_item59,92,on,True
en,phi2_greedy_search_item59,93,"winning,",True
en,phi2_greedy_search_item59,94,which,True
en,phi2_greedy_search_item59,95,can,True
en,phi2_greedy_search_item59,96,lead,True
en,phi2_greedy_search_item59,97,to,True
en,phi2_greedy_search_item59,98,negative,True
en,phi2_greedy_search_item59,99,behaviors,True
en,phi2_greedy_search_item59,100,such,True
en,phi2_greedy_search_item59,101,as,True
en,phi2_greedy_search_item59,102,"cheating,",True
en,phi2_greedy_search_item59,103,or,True
en,phi2_greedy_search_item59,104,taking,True
en,phi2_greedy_search_item59,105,unfair,True
en,phi2_greedy_search_item59,106,advantages.,True
en,phi2_greedy_search_item59,107,"Therefore,",True
en,phi2_greedy_search_item59,108,it,True
en,phi2_greedy_search_item59,109,is,True
en,phi2_greedy_search_item59,110,important,True
en,phi2_greedy_search_item59,111,to,True
en,phi2_greedy_search_item59,112,balance,True
en,phi2_greedy_search_item59,113,healthy,True
en,phi2_greedy_search_item59,114,competition,True
en,phi2_greedy_search_item59,115,with,True
en,phi2_greedy_search_item59,116,kindness,True
en,phi2_greedy_search_item59,117,and,True
en,phi2_greedy_search_item59,118,understanding.,False
en,phi2_greedy_search_item68,0,AI,True
en,phi2_greedy_search_item68,1,can,True
en,phi2_greedy_search_item68,2,be,True
en,phi2_greedy_search_item68,3,used,True
en,phi2_greedy_search_item68,4,in,True
en,phi2_greedy_search_item68,5,government,True
en,phi2_greedy_search_item68,6,to,True
en,phi2_greedy_search_item68,7,automate,True
en,phi2_greedy_search_item68,8,"processes,",True
en,phi2_greedy_search_item68,9,improve,True
en,phi2_greedy_search_item68,10,customer,True
en,phi2_greedy_search_item68,11,"service,",True
en,phi2_greedy_search_item68,12,and,True
en,phi2_greedy_search_item68,13,make,True
en,phi2_greedy_search_item68,14,decisions,True
en,phi2_greedy_search_item68,15,in,True
en,phi2_greedy_search_item68,16,complex,True
en,phi2_greedy_search_item68,17,policy,True
en,phi2_greedy_search_item68,18,areas.,True
en,phi2_greedy_search_item68,19,For,True
en,phi2_greedy_search_item68,20,"example,",True
en,phi2_greedy_search_item68,21,AI,True
en,phi2_greedy_search_item68,22,can,True
en,phi2_greedy_search_item68,23,be,True
en,phi2_greedy_search_item68,24,used,True
en,phi2_greedy_search_item68,25,to,True
en,phi2_greedy_search_item68,26,automate,True
en,phi2_greedy_search_item68,27,customer,True
en,phi2_greedy_search_item68,28,service,True
en,phi2_greedy_search_item68,29,in,True
en,phi2_greedy_search_item68,30,government,True
en,phi2_greedy_search_item68,31,"agencies,",True
en,phi2_greedy_search_item68,32,reduce,True
en,phi2_greedy_search_item68,33,bureaucracy,True
en,phi2_greedy_search_item68,34,and,True
en,phi2_greedy_search_item68,35,increase,True
en,phi2_greedy_search_item68,36,"efficiency,",True
en,phi2_greedy_search_item68,37,and,True
en,phi2_greedy_search_item68,38,make,True
en,phi2_greedy_search_item68,39,decisions,True
en,phi2_greedy_search_item68,40,based,True
en,phi2_greedy_search_item68,41,on,True
en,phi2_greedy_search_item68,42,complex,True
en,phi2_greedy_search_item68,43,policy,True
en,phi2_greedy_search_item68,44,areas.,True
en,phi2_greedy_search_item68,45,"However,",True
en,phi2_greedy_search_item68,46,there,True
en,phi2_greedy_search_item68,47,are,True
en,phi2_greedy_search_item68,48,also,True
en,phi2_greedy_search_item68,49,potential,True
en,phi2_greedy_search_item68,50,dangers,True
en,phi2_greedy_search_item68,51,associated,True
en,phi2_greedy_search_item68,52,with,True
en,phi2_greedy_search_item68,53,the,True
en,phi2_greedy_search_item68,54,use,True
en,phi2_greedy_search_item68,55,of,True
en,phi2_greedy_search_item68,56,AI,True
en,phi2_greedy_search_item68,57,in,True
en,phi2_greedy_search_item68,58,"government,",True
en,phi2_greedy_search_item68,59,such,True
en,phi2_greedy_search_item68,60,as,True
en,phi2_greedy_search_item68,61,the,True
en,phi2_greedy_search_item68,62,potential,True
en,phi2_greedy_search_item68,63,for,True
en,phi2_greedy_search_item68,64,"bias,",True
en,phi2_greedy_search_item68,65,privacy,True
en,phi2_greedy_search_item68,66,violations,True
en,phi2_greedy_search_item68,67,and,True
en,phi2_greedy_search_item68,68,the,True
en,phi2_greedy_search_item68,69,displacement,True
en,phi2_greedy_search_item68,70,of,True
en,phi2_greedy_search_item68,71,human,True
en,phi2_greedy_search_item68,72,workers.,True
en,phi2_greedy_search_item68,73,In,True
en,phi2_greedy_search_item68,74,"addition,",True
en,phi2_greedy_search_item68,75,there,True
en,phi2_greedy_search_item68,76,are,True
en,phi2_greedy_search_item68,77,concerns,True
en,phi2_greedy_search_item68,78,about,True
en,phi2_greedy_search_item68,79,the,True
en,phi2_greedy_search_item68,80,accountability,True
en,phi2_greedy_search_item68,81,of,True
en,phi2_greedy_search_item68,82,AI,True
en,phi2_greedy_search_item68,83,"systems,",True
en,phi2_greedy_search_item68,84,especially,True
en,phi2_greedy_search_item68,85,when,True
en,phi2_greedy_search_item68,86,making,True
en,phi2_greedy_search_item68,87,decisions,True
en,phi2_greedy_search_item68,88,that,True
en,phi2_greedy_search_item68,89,have,True
en,phi2_greedy_search_item68,90,a,True
en,phi2_greedy_search_item68,91,significant,True
en,phi2_greedy_search_item68,92,impact,True
en,phi2_greedy_search_item68,93,on,True
en,phi2_greedy_search_item68,94,citizens.,False
en,phi2_greedy_search_item69,0,The,True
en,phi2_greedy_search_item69,1,Industrial,True
en,phi2_greedy_search_item69,2,Revolution,True
en,phi2_greedy_search_item69,3,was,True
en,phi2_greedy_search_item69,4,a,True
en,phi2_greedy_search_item69,5,period,True
en,phi2_greedy_search_item69,6,of,True
en,phi2_greedy_search_item69,7,major,True
en,phi2_greedy_search_item69,8,social,True
en,phi2_greedy_search_item69,9,and,True
en,phi2_greedy_search_item69,10,economic,True
en,phi2_greedy_search_item69,11,change,True
en,phi2_greedy_search_item69,12,that,True
en,phi2_greedy_search_item69,13,began,True
en,phi2_greedy_search_item69,14,in,True
en,phi2_greedy_search_item69,15,the,True
en,phi2_greedy_search_item69,16,late,True
en,phi2_greedy_search_item69,17,18th,True
en,phi2_greedy_search_item69,18,"century,",True
en,phi2_greedy_search_item69,19,marked,True
en,phi2_greedy_search_item69,20,by,True
en,phi2_greedy_search_item69,21,advances,True
en,phi2_greedy_search_item69,22,in,True
en,phi2_greedy_search_item69,23,"technology,",True
en,phi2_greedy_search_item69,24,advances,True
en,phi2_greedy_search_item69,25,in,True
en,phi2_greedy_search_item69,26,manufacturing,True
en,phi2_greedy_search_item69,27,"processes,",True
en,phi2_greedy_search_item69,28,and,True
en,phi2_greedy_search_item69,29,the,True
en,phi2_greedy_search_item69,30,development,True
en,phi2_greedy_search_item69,31,of,True
en,phi2_greedy_search_item69,32,new,True
en,phi2_greedy_search_item69,33,methods,True
en,phi2_greedy_search_item69,34,of,True
en,phi2_greedy_search_item69,35,producing,True
en,phi2_greedy_search_item69,36,goods.,True
en,phi2_greedy_search_item69,37,These,True
en,phi2_greedy_search_item69,38,advances,True
en,phi2_greedy_search_item69,39,led,True
en,phi2_greedy_search_item69,40,to,True
en,phi2_greedy_search_item69,41,a,True
en,phi2_greedy_search_item69,42,shift,True
en,phi2_greedy_search_item69,43,from,True
en,phi2_greedy_search_item69,44,agrarian,True
en,phi2_greedy_search_item69,45,economies,True
en,phi2_greedy_search_item69,46,to,True
en,phi2_greedy_search_item69,47,industrial,True
en,phi2_greedy_search_item69,48,"ones,",True
en,phi2_greedy_search_item69,49,increased,True
en,phi2_greedy_search_item69,50,economic,True
en,phi2_greedy_search_item69,51,"productivity,",True
en,phi2_greedy_search_item69,52,the,True
en,phi2_greedy_search_item69,53,increased,True
en,phi2_greedy_search_item69,54,use,True
en,phi2_greedy_search_item69,55,of,True
en,phi2_greedy_search_item69,56,"machines,",True
en,phi2_greedy_search_item69,57,the,True
en,phi2_greedy_search_item69,58,factory,True
en,phi2_greedy_search_item69,59,"system,",True
en,phi2_greedy_search_item69,60,improved,True
en,phi2_greedy_search_item69,61,transportation,True
en,phi2_greedy_search_item69,62,"networks,",True
en,phi2_greedy_search_item69,63,increased,True
en,phi2_greedy_search_item69,64,"urbanization,",True
en,phi2_greedy_search_item69,65,and,True
en,phi2_greedy_search_item69,66,population,True
en,phi2_greedy_search_item69,67,growth.,True
